====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 1000 keV
 Total Ions calculated =1000000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 12013.E+01 AAA ;
  Layer # 1- Density = 5.711E22 atoms/cm3 = 4.54 g/cm3
  Layer # 1- Ti = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 105413.E+00 A   Straggling = 407565.E-02 A
 Ion Lateral Range = 520524.E-02 A   Straggling = 728616.E-02 A
 Ion Radial  Range = 817865.E-02 A   Straggling = 626660.E-02 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1201330.E-03 38418632.E-03 44870515.E-03 60430217.E-03 19117417.E-03 
2402650.E-03 50563101.E-03 58356801.E-03 76493649.E-03 13522651.E-03 
3603970.E-03 41112770.E-03 47689418.E-03 54083204.E-03 20714700.E-03 
4805290.E-03 40737781.E-03 46826625.E-03 57043995.E-03 21938632.E-03 
6006610.E-03 57733701.E-03 62312719.E-03 65562975.E-03 19156285.E-03 
7207930.E-03 39056090.E-03 45417052.E-03 72112517.E-03 15686828.E-03 
8409250.E-03 40023518.E-03 46301890.E-03 60333528.E-03 17721806.E-03 
9610570.E-03 33000878.E-03 38981291.E-03 52447379.E-03 18921094.E-03 
1081189.E-02 35651959.E-03 43161984.E-03 67498760.E-03 24516041.E-03 
1201321.E-02 35061036.E-03 36846250.E-03 75430448.E-03 21416959.E-03 
1321453.E-02 37281719.E-03 44940159.E-03 70679269.E-03 19735461.E-03 
1441585.E-02 38573194.E-03 44830530.E-03 47962114.E-03 24354889.E-03 
1561717.E-02 49102194.E-03 53176447.E-03 65993266.E-03 21698450.E-03 
1681849.E-02 38576128.E-03 48277183.E-03 73632360.E-03 20606849.E-03 
1801981.E-02 38525041.E-03 46389110.E-03 62123516.E-03 22099757.E-03 
1922113.E-02 43500899.E-03 50799827.E-03 70009448.E-03 21435703.E-03 
2042245.E-02 33626357.E-03 43315736.E-03 57889936.E-03 28193344.E-03 
2162377.E-02 38063283.E-03 44562859.E-03 60868673.E-03 20760496.E-03 
2282509.E-02 41411246.E-03 48241393.E-03 63528749.E-03 29787049.E-03 
2402641.E-02 35739259.E-03 43856361.E-03 50070433.E-03 26371334.E-03 
2522773.E-02 45222252.E-03 50886150.E-03 61039754.E-03 17644933.E-03 
2642905.E-02 44906672.E-03 50939320.E-03 62451626.E-03 20588323.E-03 
2763037.E-02 35203928.E-03 42135158.E-03 51382683.E-03 28096750.E-03 
