====== pysrim run =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 3000 keV
============= TARGET MATERIAL ======================================
Layer 1 : None
Layer Width = 91060.E+01 A ;
  Layer # 1- Density = 6.021E22 atoms/cm3 = 2.698 g/cm3
  Layer # 1- Al = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =1000000.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
910601.E-02  2249.88E-03  2937.09E-08
182120.E-01  2254.03E-03  1424.01E-07
273180.E-01  2264.28E-03  3994.78E-07
364240.E-01  2275.49E-03  2060.61E-07
455300.E-01  2284.50E-03  2439.82E-07
546360.E-01  2295.58E-03  2337.00E-07
637420.E-01  2307.55E-03  2451.73E-07
728480.E-01  2319.55E-03  3126.85E-07
819540.E-01  2331.93E-03  2671.26E-07
910600.E-01  2344.43E-03  2593.70E-07
100166.E+00  2357.61E-03  3329.16E-07
109272.E+00  2370.80E-03  2749.35E-07
118378.E+00  2383.63E-03  2763.71E-07
127484.E+00  2396.79E-03  2713.51E-07
136590.E+00  2410.51E-03  2716.57E-07
145696.E+00  2424.70E-03  2715.65E-07
154802.E+00  2439.30E-03  3217.23E-07
163908.E+00  2454.30E-03  2790.72E-07
173014.E+00  2469.30E-03  2670.57E-07
182120.E+00  2484.27E-03  2988.13E-07
191226.E+00  2499.66E-03  2452.12E-07
200332.E+00  2515.72E-03  3525.54E-07
209438.E+00  2532.22E-03  2983.63E-07
218544.E+00  2548.45E-03  2844.38E-07
227650.E+00  2565.00E-03  3557.91E-07
236756.E+00  2582.38E-03  2727.24E-07
245862.E+00  2599.87E-03  2646.53E-07
254968.E+00  2617.98E-03  2845.47E-07
264074.E+00  2636.59E-03  3636.10E-07
273180.E+00  2654.98E-03  3128.20E-07
282286.E+00  2674.17E-03  3219.39E-07
291392.E+00  2694.36E-03  3979.93E-07
300498.E+00  2714.53E-03  3350.94E-07
309604.E+00  2735.76E-03  2996.30E-07
318710.E+00  2757.05E-03  3268.50E-07
327816.E+00  2778.75E-03  3492.91E-07
336922.E+00  2800.85E-03  3221.07E-07
346028.E+00  2824.54E-03  3603.15E-07
355134.E+00  2848.67E-03  2833.34E-07
364240.E+00  2872.31E-03  3469.37E-07
373346.E+00  2897.47E-03  3799.92E-07
382452.E+00  2923.63E-03  3838.44E-07
391558.E+00  2950.37E-03  3315.86E-07
400664.E+00  2977.95E-03  3848.33E-07
409770.E+00  3006.50E-03  4134.27E-07
418876.E+00  3035.50E-03  3543.22E-07
427982.E+00  3065.38E-03  3936.12E-07
437088.E+00  3096.60E-03  3549.62E-07
446194.E+00  3128.72E-03  3683.67E-07
455300.E+00  3162.03E-03  4639.15E-07
464406.E+00  3196.56E-03  3809.15E-07
473512.E+00  3232.77E-03  4257.72E-07
482618.E+00  3270.14E-03  3607.52E-07
491724.E+00  3308.61E-03  4357.71E-07
500830.E+00  3348.69E-03  4081.61E-07
509936.E+00  3390.19E-03  4012.25E-07
519042.E+00  3434.21E-03  4296.14E-07
528148.E+00  3480.23E-03  4296.32E-07
537254.E+00  3526.90E-03  4286.97E-07
546360.E+00  3577.35E-03  4881.10E-07
555466.E+00  3629.76E-03  4616.78E-07
564572.E+00  3684.05E-03  4955.48E-07
573678.E+00  3741.52E-03  5106.91E-07
582784.E+00  3802.17E-03  4713.95E-07
591890.E+00  3865.98E-03  5059.52E-07
600996.E+00  3933.88E-03  4747.02E-07
610102.E+00  4006.63E-03  4711.09E-07
619208.E+00  4083.47E-03  5150.68E-07
628314.E+00  4166.06E-03  5606.19E-07
637420.E+00  4257.65E-03  5249.02E-07
646526.E+00  4355.57E-03  5428.83E-07
655632.E+00  4459.45E-03  6108.60E-07
664738.E+00  4568.36E-03  5792.60E-07
673844.E+00  4680.50E-03  6158.29E-07
682950.E+00  4798.34E-03  6702.60E-07
692056.E+00  4925.36E-03  6727.40E-07
701162.E+00  5062.68E-03  6882.61E-07
710268.E+00  5216.27E-03  7288.00E-07
719374.E+00  5386.18E-03  7787.49E-07
728480.E+00  5578.53E-03  8288.17E-07
737586.E+00  5801.22E-03  8758.15E-07
746692.E+00  6059.86E-03  9336.34E-07
755798.E+00  6368.15E-03  9835.45E-07
764904.E+00  6745.14E-03  1141.70E-06
774010.E+00  7222.30E-03  1264.61E-06
783116.E+00  7826.12E-03  1546.86E-06
792222.E+00  8484.12E-03  2074.37E-06
801328.E+00  8789.09E-03  2910.57E-06
810434.E+00  8032.83E-03  3703.49E-06
819540.E+00  5938.70E-03  3721.87E-06
828646.E+00  3321.58E-03  2695.27E-06
837752.E+00  1344.70E-03  1342.88E-06
846858.E+00  3831.87E-04  4543.41E-07
855964.E+00  7581.51E-05  1049.81E-07
865070.E+00  9908.66E-06  1555.64E-08
874176.E+00  8608.84E-07  1707.15E-09
883282.E+00  3009.04E-08  3496.40E-11
892388.E+00  0000.00E+00  0000.00E+00
901494.E+00  0000.00E+00  0000.00E+00
910600.E+00  0000.00E+00  0000.00E+00
