====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 3000 keV
 Total Ions calculated =1000000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 39380.E+01 AAA ;
  Layer # 1- Density = 8.491E22 atoms/cm3 = 8.96 g/cm3
  Layer # 1- Cu = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 345055.E+00 A   Straggling = 121977.E-01 A
 Ion Lateral Range = 174853.E-01 A   Straggling = 242368.E-01 A
 Ion Radial  Range = 274737.E-01 A   Straggling = 205415.E-01 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
3938010.E-03 16697721.E-02 17842953.E-02 26429071.E-02 37008346.E-03 
7876010.E-03 13406693.E-02 15409054.E-02 19410599.E-02 68011080.E-03 
1181401.E-02 13735848.E-02 17710635.E-02 20711188.E-02 83570554.E-03 
1575201.E-02 17011245.E-02 19242569.E-02 26452156.E-02 56011068.E-03 
1969001.E-02 16022301.E-02 18004843.E-02 24236962.E-02 44482915.E-03 
2362801.E-02 17421254.E-02 19763945.E-02 24995087.E-02 52905893.E-03 
2756601.E-02 15943470.E-02 18547281.E-02 18667167.E-02 93386613.E-03 
3150401.E-02 13347768.E-02 16885870.E-02 22038980.E-02 10601446.E-02 
3544201.E-02 18675429.E-02 19652036.E-02 24881412.E-02 37368375.E-04 
3938001.E-02 11120741.E-02 13576193.E-02 20563379.E-02 70791316.E-03 
4331801.E-02 11680959.E-02 13935562.E-02 21956130.E-02 74093112.E-03 
4725601.E-02 12654834.E-02 15590341.E-02 23185057.E-02 72822442.E-03 
5119401.E-02 12650725.E-02 15354721.E-02 20067031.E-02 76527295.E-03 
5513201.E-02 15637759.E-02 18174411.E-02 19989271.E-02 77423344.E-03 
5907001.E-02 13920613.E-02 15230566.E-02 20496590.E-02 70661688.E-03 
6300801.E-02 20753185.E-02 21775315.E-02 26962384.E-02 44700094.E-03 
6694601.E-02 15218209.E-02 17932721.E-02 20387868.E-02 82542886.E-03 
7088401.E-02 13391173.E-02 15560120.E-02 20836000.E-02 58411660.E-03 
7482201.E-02 14339574.E-02 17026034.E-02 25410990.E-02 41634968.E-03 
7876001.E-02 10591401.E-02 12786339.E-02 19675355.E-02 67480164.E-03 
8269801.E-02 13582416.E-02 15042498.E-02 24683301.E-02 72936131.E-03 
8663601.E-02 13722338.E-02 16586432.E-02 20106427.E-02 84880882.E-03 
9057401.E-02 14790183.E-02 17901307.E-02 22710890.E-02 89643443.E-03 
