====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 2000 keV
 Total Ions calculated =1000000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 21197.E+01 AAA ;
  Layer # 1- Density = 8.491E22 atoms/cm3 = 8.96 g/cm3
  Layer # 1- Cu = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 185288.E+00 A   Straggling = 728532.E-02 A
 Ion Lateral Range = 102809.E-01 A   Straggling = 141673.E-01 A
 Ion Radial  Range = 161367.E-01 A   Straggling = 118491.E-01 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
2119710.E-03 93002528.E-03 10263538.E-02 11419868.E-02 49537558.E-03 
4239410.E-03 89711268.E-03 99233599.E-03 12872238.E-02 20185608.E-03 
6359110.E-03 80878023.E-03 87473114.E-03 11721384.E-02 23774968.E-03 
8478810.E-03 69908745.E-03 73632719.E-03 12497866.E-02 23406855.E-03 
1059851.E-02 97647516.E-03 10672534.E-02 12302145.E-02 27982633.E-03 
1271821.E-02 10093459.E-02 10500821.E-02 12791307.E-02 30063048.E-03 
1483791.E-02 80096392.E-03 94487624.E-03 11169389.E-02 33898521.E-03 
1695761.E-02 61657755.E-03 82244113.E-03 13007856.E-02 41500525.E-03 
1907731.E-02 80013537.E-03 82023275.E-03 12642591.E-02 27651519.E-03 
2119701.E-02 80374513.E-03 96636593.E-03 13271281.E-02 37916958.E-03 
2331671.E-02 56808707.E-03 61919143.E-03 11561193.E-02 43072690.E-03 
2543641.E-02 95855477.E-03 10461379.E-02 12823640.E-02 28348298.E-03 
2755611.E-02 52820056.E-03 63911797.E-03 84046143.E-03 46149432.E-03 
2967581.E-02 63509302.E-03 75175564.E-03 11193735.E-02 41830025.E-03 
3179551.E-02 72187051.E-03 83885054.E-03 11611211.E-02 36470132.E-03 
3391521.E-02 87759430.E-03 99789864.E-03 11040905.E-02 44074540.E-03 
3603491.E-02 70878440.E-03 79793682.E-03 98540068.E-03 25993559.E-03 
3815461.E-02 84257430.E-03 93912842.E-03 95243621.E-03 42513960.E-03 
4027431.E-02 64473380.E-03 73050976.E-03 10437989.E-02 34412620.E-03 
4239401.E-02 81246567.E-03 92302836.E-03 11086300.E-02 43137277.E-03 
4451371.E-02 46548619.E-03 56652638.E-03 79332597.E-03 40731904.E-03 
4663341.E-02 68244347.E-03 81124142.E-03 10246155.E-02 52844174.E-03 
4875311.E-02 71607147.E-03 85151300.E-03 12496244.E-02 32127550.E-03 
