====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 3000 keV
 Total Ions calculated =1000000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 32760.E+01 AAA ;
  Layer # 1- Density = 6.305E22 atoms/cm3 = 19.25 g/cm3
  Layer # 1-  W = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 265342.E+00 A   Straggling = 172414.E-01 A
 Ion Lateral Range = 256105.E-01 A   Straggling = 339469.E-01 A
 Ion Radial  Range = 402494.E-01 A   Straggling = 261779.E-01 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
3276010.E-03 88596259.E-03 10305031.E-02 15382338.E-02 60414823.E-03 
6552010.E-03 10667011.E-02 12828112.E-02 19495926.E-02 54618627.E-03 
9828010.E-03 11106353.E-02 12992489.E-02 17245216.E-02 67044918.E-03 
1310401.E-02 11645138.E-02 13211316.E-02 16489033.E-02 59049302.E-03 
1638001.E-02 12812690.E-02 14410546.E-02 17777533.E-02 61216430.E-03 
1965601.E-02 10589856.E-02 12682904.E-02 18945652.E-02 60942051.E-03 
2293201.E-02 10582323.E-02 12659177.E-02 16370503.E-02 73203709.E-03 
2620801.E-02 11012234.E-02 13275127.E-02 17505353.E-02 60975016.E-03 
2948401.E-02 11684611.E-02 13410713.E-02 16759505.E-02 61567729.E-03 
3276001.E-02 10511514.E-02 12395150.E-02 17295883.E-02 62933152.E-03 
3603601.E-02 11010882.E-02 12362309.E-02 16391909.E-02 61769483.E-03 
3931201.E-02 12032349.E-02 14135002.E-02 17284174.E-02 62364341.E-03 
4258801.E-02 12327859.E-02 13908785.E-02 15737080.E-02 59168107.E-03 
4586401.E-02 11691432.E-02 13545513.E-02 17364968.E-02 53380699.E-03 
4914001.E-02 10264248.E-02 12215342.E-02 16524485.E-02 63281078.E-03 
5241601.E-02 10168117.E-02 12078671.E-02 16632765.E-02 62033894.E-03 
5569201.E-02 10494318.E-02 11870650.E-02 17810253.E-02 51776575.E-03 
5896801.E-02 10622546.E-02 12518287.E-02 17025506.E-02 55340453.E-03 
6224401.E-02 13081306.E-02 14545316.E-02 18028109.E-02 57336633.E-03 
6552001.E-02 12165963.E-02 14256768.E-02 18342100.E-02 59258534.E-03 
6879601.E-02 89930655.E-03 11028935.E-02 17167424.E-02 64712179.E-03 
7207201.E-02 12529172.E-02 14024760.E-02 17560577.E-02 54077472.E-03 
7534801.E-02 90654956.E-03 11046397.E-02 15853443.E-02 63624397.E-03 
