====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 1000 keV
 Total Ions calculated =1000000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 80184.E+00 AAA ;
  Layer # 1- Density = 8.491E22 atoms/cm3 = 8.96 g/cm3
  Layer # 1- Cu = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 679344.E-01 A   Straggling = 346307.E-02 A
 Ion Lateral Range = 463056.E-02 A   Straggling = 627462.E-02 A
 Ion Radial  Range = 727209.E-02 A   Straggling = 508830.E-02 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
4811041.E-02 18548449.E-03 21963847.E-03 27963338.E-03 11943286.E-03 
4891225.E-02 16899270.E-03 20634530.E-03 27031593.E-03 12023105.E-03 
4971409.E-02 17103098.E-03 20346072.E-03 26989525.E-03 10807329.E-03 
5051593.E-02 16228086.E-03 19843188.E-03 24846792.E-03 11632782.E-03 
5131777.E-02 16698181.E-03 19926062.E-03 25558524.E-03 10558753.E-03 
5211961.E-02 15928056.E-03 19039495.E-03 25200916.E-03 10773265.E-03 
5292145.E-02 15175198.E-03 18385970.E-03 24423122.E-03 10397877.E-03 
5372329.E-02 14872658.E-03 18208661.E-03 24132315.E-03 10729366.E-03 
5452513.E-02 15097318.E-03 18254135.E-03 23572611.E-03 10134461.E-03 
5532697.E-02 14063438.E-03 17094110.E-03 22352839.E-03 98709181.E-04 
5612881.E-02 14311118.E-03 17124684.E-03 22341748.E-03 93193965.E-04 
5693065.E-02 13738737.E-03 16779089.E-03 21275248.E-03 94322986.E-04 
5773249.E-02 13013703.E-03 15714144.E-03 20520864.E-03 90450435.E-04 
5853433.E-02 12393858.E-03 15082355.E-03 19434050.E-03 87182338.E-04 
5933617.E-02 11907128.E-03 14522709.E-03 18786196.E-03 83727271.E-04 
6013801.E-02 11218994.E-03 13681632.E-03 17627132.E-03 79680695.E-04 
6093985.E-02 10806543.E-03 13111956.E-03 16879478.E-03 75690459.E-04 
6174169.E-02 10119156.E-03 12345277.E-03 15810120.E-03 72457150.E-04 
6254353.E-02 92586204.E-04 11356555.E-03 14547277.E-03 67408510.E-04 
6334537.E-02 85128236.E-04 10457000.E-03 13373501.E-03 63196870.E-04 
6414721.E-02 76577612.E-04 94492655.E-04 12036402.E-03 57796311.E-04 
6494905.E-02 68528287.E-04 84926201.E-04 10748639.E-03 53215958.E-04 
6575089.E-02 60318737.E-04 75187296.E-04 94714788.E-04 48220227.E-04 
6655273.E-02 53133306.E-04 66545007.E-04 83409992.E-04 43343156.E-04 
6735457.E-02 47704551.E-04 59925706.E-04 74778937.E-04 39584363.E-04 
6815641.E-02 43175412.E-04 54363437.E-04 67784911.E-04 36195088.E-04 
6895825.E-02 39962250.E-04 50286534.E-04 62709115.E-04 33443726.E-04 
6976009.E-02 37326271.E-04 46991954.E-04 58615263.E-04 31281189.E-04 
7056193.E-02 35190070.E-04 44323177.E-04 55410326.E-04 29555028.E-04 
7136377.E-02 33731290.E-04 42541196.E-04 52971102.E-04 28431704.E-04 
7216561.E-02 32066063.E-04 40284287.E-04 50413150.E-04 26760083.E-04 
7296745.E-02 30991525.E-04 38903774.E-04 48606830.E-04 25499232.E-04 
7376929.E-02 29752413.E-04 37471133.E-04 46661317.E-04 24877535.E-04 
7457113.E-02 28060323.E-04 35344575.E-04 44624329.E-04 23933923.E-04 
7537297.E-02 27332923.E-04 34880682.E-04 44628225.E-04 24545617.E-04 
7617481.E-02 28956565.E-04 37340342.E-04 41881053.E-04 22909246.E-04 
7697665.E-02 17182185.E-04 22326674.E-04 47732542.E-04 34884980.E-04 
7777849.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7858033.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
7938217.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8018401.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
