====== pysrim run =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 1000 keV
============= TARGET MATERIAL ======================================
Layer 1 : None
Layer Width = 75393.E+00 A ;
  Layer # 1- Density = 8.490E22 atoms/cm3 = 7.874 g/cm3
  Layer # 1- Fe = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =1000000.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
753940.E-03  1040.67E-02  9661.80E-08
150787.E-02  1041.46E-02  3188.14E-07
226180.E-02  1043.63E-02  5381.61E-07
301573.E-02  1046.77E-02  8504.64E-07
376966.E-02  1051.46E-02  1241.75E-06
452359.E-02  1058.04E-02  1531.54E-06
527752.E-02  1064.43E-02  9571.85E-07
603145.E-02  1068.14E-02  9847.49E-07
678538.E-02  1072.60E-02  1065.02E-06
753931.E-02  1077.80E-02  1191.09E-06
829324.E-02  1083.32E-02  1273.18E-06
904717.E-02  1089.49E-02  1409.91E-06
980110.E-02  1095.76E-02  1220.07E-06
105550.E-01  1102.12E-02  1278.70E-06
113090.E-01  1108.66E-02  1330.20E-06
120629.E-01  1115.48E-02  1258.81E-06
128168.E-01  1122.28E-02  1304.98E-06
135708.E-01  1128.82E-02  1432.17E-06
143247.E-01  1135.73E-02  1360.28E-06
150786.E-01  1143.10E-02  1366.96E-06
158325.E-01  1150.34E-02  1421.16E-06
165865.E-01  1157.57E-02  1348.19E-06
173404.E-01  1165.58E-02  1239.09E-06
180943.E-01  1173.41E-02  1392.63E-06
188483.E-01  1181.56E-02  1419.39E-06
196022.E-01  1190.04E-02  1458.29E-06
203561.E-01  1198.59E-02  1431.67E-06
211101.E-01  1207.25E-02  1521.06E-06
218640.E-01  1216.11E-02  1375.79E-06
226179.E-01  1225.17E-02  1400.13E-06
233718.E-01  1234.70E-02  1548.97E-06
241258.E-01  1244.17E-02  1503.91E-06
248797.E-01  1253.73E-02  1579.55E-06
256336.E-01  1263.58E-02  1543.66E-06
263876.E-01  1274.02E-02  1716.88E-06
271415.E-01  1284.28E-02  1559.45E-06
278954.E-01  1294.77E-02  1540.96E-06
286494.E-01  1305.77E-02  1651.50E-06
294033.E-01  1317.45E-02  1611.34E-06
301572.E-01  1329.06E-02  1669.38E-06
309111.E-01  1341.47E-02  1812.30E-06
316651.E-01  1354.00E-02  1721.90E-06
324190.E-01  1366.94E-02  1888.00E-06
331729.E-01  1380.45E-02  1718.99E-06
339269.E-01  1394.16E-02  1761.43E-06
346808.E-01  1408.19E-02  1852.68E-06
354347.E-01  1422.63E-02  1812.15E-06
361887.E-01  1437.78E-02  1803.16E-06
369426.E-01  1453.30E-02  1872.98E-06
376965.E-01  1469.15E-02  1890.61E-06
384504.E-01  1485.94E-02  2022.77E-06
392044.E-01  1503.30E-02  2103.33E-06
399583.E-01  1521.38E-02  1897.33E-06
407122.E-01  1539.90E-02  2214.87E-06
414662.E-01  1559.62E-02  2171.97E-06
422201.E-01  1579.86E-02  2093.60E-06
429740.E-01  1600.95E-02  2227.69E-06
437280.E-01  1623.12E-02  2389.54E-06
444819.E-01  1646.55E-02  2297.30E-06
452358.E-01  1669.94E-02  2420.37E-06
459897.E-01  1695.04E-02  2434.46E-06
467437.E-01  1721.48E-02  2496.97E-06
474976.E-01  1749.12E-02  2610.40E-06
482515.E-01  1778.18E-02  2508.16E-06
490055.E-01  1808.80E-02  2621.98E-06
497594.E-01  1841.03E-02  2845.22E-06
505133.E-01  1874.88E-02  2884.97E-06
512673.E-01  1910.65E-02  2952.06E-06
520212.E-01  1948.05E-02  3116.13E-06
527751.E-01  1987.52E-02  3304.47E-06
535290.E-01  2028.82E-02  3311.01E-06
542830.E-01  2072.78E-02  3637.35E-06
550369.E-01  2118.49E-02  3747.14E-06
557908.E-01  2166.69E-02  4003.57E-06
565448.E-01  2216.47E-02  4224.56E-06
572987.E-01  2267.27E-02  4534.58E-06
580526.E-01  2318.90E-02  4969.03E-06
588066.E-01  2366.55E-02  5430.20E-06
595605.E-01  2408.59E-02  6116.42E-06
603144.E-01  2437.07E-02  7012.94E-06
610683.E-01  2442.99E-02  8044.22E-06
618223.E-01  2410.92E-02  9729.55E-06
625762.E-01  2325.38E-02  1204.64E-05
633301.E-01  2163.46E-02  1514.01E-05
640841.E-01  1910.39E-02  1843.91E-05
648380.E-01  1569.51E-02  2068.55E-05
655919.E-01  1173.48E-02  2060.49E-05
663459.E-01  7793.66E-03  1750.17E-05
670998.E-01  4504.83E-03  1255.55E-05
678537.E-01  2212.56E-03  7345.25E-06
686076.E-01  9095.04E-04  3500.50E-06
693616.E-01  3089.38E-04  1348.34E-06
701155.E-01  8479.10E-05  4092.55E-07
708694.E-01  1789.21E-05  9713.88E-08
716234.E-01  2943.73E-06  1831.78E-08
723773.E-01  3351.97E-07  2166.58E-09
731312.E-01  2945.35E-09  2722.65E-11
738852.E-01  0000.00E+00  0000.00E+00
746391.E-01  0000.00E+00  0000.00E+00
753930.E-01  0000.00E+00  0000.00E+00
