====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 2000 keV
 Total Ions calculated =1000000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 46940.E+01 AAA ;
  Layer # 1- Density = 6.021E22 atoms/cm3 = 2.698 g/cm3
  Layer # 1- Al = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 423441.E+00 A   Straggling = 107985.E-01 A
 Ion Lateral Range = 131731.E-01 A   Straggling = 189878.E-01 A
 Ion Radial  Range = 206953.E-01 A   Straggling = 171425.E-01 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
4694010.E-03 25735585.E-02 25735585.E-02 32425481.E-02 00000000.E+00 
9388010.E-03 12306432.E-02 14399070.E-02 30064672.E-02 52749650.E-03 
1408201.E-02 46287680.E-03 53101169.E-03 26493552.E-02 28552397.E-03 
1877601.E-02 13046277.E-02 13046277.E-02 15483545.E-02 00000000.E+00 
2347001.E-02 16269241.E-02 19827582.E-02 26023013.E-02 95209313.E-03 
2816401.E-02 18159090.E-02 20951608.E-02 26642613.E-02 76174716.E-03 
3285801.E-02 35965067.E-02 35965067.E-02 36537401.E-02 00000000.E+00 
3755201.E-02 15400476.E-02 16466746.E-02 23302940.E-02 77132197.E-03 
4224601.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4694001.E-02 10484158.E-02 10662691.E-02 13117741.E-02 37556822.E-03 
5163401.E-02 92894523.E-03 11688344.E-02 20026538.E-02 98004710.E-03 
5632801.E-02 23574825.E-02 25444225.E-02 26356722.E-02 74160203.E-03 
6102201.E-02 21303283.E-02 23457107.E-02 27527862.E-02 49337526.E-03 
6571601.E-02 15293435.E-02 18290698.E-02 24241140.E-02 42163581.E-03 
7041001.E-02 18922293.E-02 19593429.E-02 25421928.E-02 79148855.E-03 
7510401.E-02 14015887.E-02 17397059.E-02 24616792.E-02 72174479.E-03 
7979801.E-02 40646332.E-03 43843011.E-03 17486580.E-02 10584279.E-02 
8449201.E-02 74097635.E-03 92306041.E-03 22830981.E-02 40213779.E-03 
8918601.E-02 14297526.E-02 14402102.E-02 21056296.E-02 42833370.E-03 
9388001.E-02 13694700.E-02 13694700.E-02 24461375.E-02 00000000.E+00 
9857401.E-02 17332504.E-02 20247362.E-02 28032779.E-02 75559187.E-03 
1032680.E-01 14050754.E-02 15642422.E-02 23479227.E-02 28590943.E-03 
1079620.E-01 21385610.E-02 25541792.E-02 31107950.E-02 27196876.E-03 
