====== pysrim run =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 1000 keV
============= TARGET MATERIAL ======================================
Layer 1 : None
Layer Width = 74865.E+00 A ;
  Layer # 1- Density = 9.143E22 atoms/cm3 = 8.912 g/cm3
  Layer # 1- Ni = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =1000000.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
748660.E-03  1116.25E-02  1370.87E-07
149731.E-02  1117.55E-02  4442.04E-07
224596.E-02  1119.82E-02  7841.07E-07
299461.E-02  1123.84E-02  1384.90E-06
374326.E-02  1129.43E-02  1575.90E-06
449191.E-02  1135.99E-02  1345.13E-06
524056.E-02  1139.97E-02  1066.44E-06
598921.E-02  1144.33E-02  1345.65E-06
673786.E-02  1149.20E-02  1210.77E-06
748651.E-02  1154.92E-02  1407.42E-06
823516.E-02  1160.92E-02  1512.99E-06
898381.E-02  1167.03E-02  1475.48E-06
973246.E-02  1173.06E-02  1645.07E-06
104811.E-01  1179.60E-02  1533.05E-06
112298.E-01  1186.06E-02  1493.51E-06
119784.E-01  1192.41E-02  1804.30E-06
127271.E-01  1199.16E-02  1538.27E-06
134757.E-01  1205.98E-02  1746.94E-06
142244.E-01  1213.08E-02  1649.05E-06
149730.E-01  1220.16E-02  1673.07E-06
157217.E-01  1227.21E-02  1654.13E-06
164703.E-01  1234.58E-02  1624.31E-06
172190.E-01  1242.14E-02  1692.28E-06
179676.E-01  1249.67E-02  1742.49E-06
187163.E-01  1257.54E-02  1550.97E-06
194649.E-01  1265.05E-02  1631.86E-06
202136.E-01  1273.15E-02  1770.82E-06
209622.E-01  1281.58E-02  1830.95E-06
217109.E-01  1290.15E-02  1744.94E-06
224595.E-01  1298.93E-02  1839.37E-06
232082.E-01  1307.92E-02  1910.19E-06
239568.E-01  1316.93E-02  1790.67E-06
247055.E-01  1326.19E-02  1838.63E-06
254541.E-01  1336.20E-02  1899.63E-06
262028.E-01  1346.11E-02  1915.71E-06
269514.E-01  1355.93E-02  1896.61E-06
277001.E-01  1366.21E-02  2020.12E-06
284487.E-01  1376.96E-02  1988.27E-06
291974.E-01  1388.03E-02  2032.48E-06
299460.E-01  1399.21E-02  2010.43E-06
306947.E-01  1410.76E-02  1905.97E-06
314433.E-01  1422.72E-02  1976.15E-06
321920.E-01  1434.94E-02  2053.80E-06
329406.E-01  1447.66E-02  2047.60E-06
336893.E-01  1460.51E-02  2007.02E-06
344379.E-01  1474.03E-02  2182.99E-06
351866.E-01  1487.86E-02  2297.07E-06
359352.E-01  1502.30E-02  2320.84E-06
366839.E-01  1516.32E-02  2309.88E-06
374325.E-01  1531.68E-02  2454.13E-06
381812.E-01  1547.70E-02  2457.88E-06
389298.E-01  1564.42E-02  2476.99E-06
396785.E-01  1580.76E-02  2342.91E-06
404271.E-01  1598.63E-02  2710.58E-06
411758.E-01  1616.89E-02  2663.03E-06
419244.E-01  1636.05E-02  2769.37E-06
426731.E-01  1656.25E-02  2736.20E-06
434217.E-01  1677.51E-02  2860.92E-06
441704.E-01  1699.05E-02  2982.03E-06
449190.E-01  1721.84E-02  2933.86E-06
456677.E-01  1745.84E-02  2991.90E-06
464163.E-01  1770.59E-02  3060.79E-06
471650.E-01  1796.66E-02  3061.58E-06
479136.E-01  1824.88E-02  3317.54E-06
486623.E-01  1854.19E-02  3366.79E-06
494109.E-01  1884.99E-02  3474.72E-06
501596.E-01  1916.81E-02  3718.63E-06
509082.E-01  1951.36E-02  3919.34E-06
516569.E-01  1987.35E-02  4028.12E-06
524055.E-01  2024.77E-02  4123.70E-06
531542.E-01  2063.17E-02  4402.18E-06
539028.E-01  2104.19E-02  4751.25E-06
546515.E-01  2145.80E-02  4990.23E-06
554001.E-01  2187.91E-02  5302.48E-06
561488.E-01  2228.65E-02  5621.77E-06
568974.E-01  2265.61E-02  6267.69E-06
576461.E-01  2295.27E-02  6933.96E-06
583947.E-01  2312.96E-02  7678.35E-06
591434.E-01  2312.62E-02  8800.26E-06
598920.E-01  2288.28E-02  1027.27E-05
606407.E-01  2227.15E-02  1230.92E-05
613893.E-01  2118.97E-02  1484.36E-05
621380.E-01  1951.01E-02  1795.79E-05
628866.E-01  1715.49E-02  2088.23E-05
636353.E-01  1412.32E-02  2240.26E-05
643839.E-01  1064.01E-02  2138.21E-05
651326.E-01  7193.08E-03  1776.49E-05
658812.E-01  4255.36E-03  1251.71E-05
666299.E-01  2172.37E-03  7406.85E-06
673785.E-01  9378.40E-04  3598.11E-06
681272.E-01  3385.49E-04  1452.37E-06
688758.E-01  1019.69E-04  4836.55E-07
696245.E-01  2453.35E-05  1257.48E-07
703731.E-01  4967.82E-06  2672.20E-08
711218.E-01  8690.44E-07  5022.26E-09
718704.E-01  1275.19E-07  7189.98E-10
726191.E-01  1229.54E-08  1090.57E-10
733677.E-01  0000.00E+00  0000.00E+00
741164.E-01  0000.00E+00  0000.00E+00
748650.E-01  0000.00E+00  0000.00E+00
