====== pysrim run =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 3000 keV
============= TARGET MATERIAL ======================================
Layer 1 : None
Layer Width = 66140.E+01 A ;
  Layer # 1- Density = 5.711E22 atoms/cm3 = 4.54 g/cm3
  Layer # 1- Ti = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =1000000.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
661401.E-02  3169.04E-03  6196.97E-08
132280.E-01  3174.84E-03  2034.45E-07
198420.E-01  3189.01E-03  4207.45E-07
264560.E-01  3203.36E-03  1592.13E-07
330700.E-01  3215.85E-03  3049.91E-07
396840.E-01  3231.34E-03  3025.94E-07
462980.E-01  3247.39E-03  3649.65E-07
529120.E-01  3263.95E-03  3026.73E-07
595260.E-01  3280.63E-03  3257.62E-07
661400.E-01  3297.49E-03  3461.44E-07
727540.E-01  3314.80E-03  3146.03E-07
793680.E-01  3332.84E-03  2883.07E-07
859820.E-01  3351.09E-03  3422.05E-07
925960.E-01  3370.43E-03  3145.17E-07
992100.E-01  3388.44E-03  3430.38E-07
105824.E+00  3407.87E-03  3104.34E-07
112438.E+00  3427.79E-03  3150.03E-07
119052.E+00  3448.14E-03  3111.39E-07
125666.E+00  3468.36E-03  3230.47E-07
132280.E+00  3489.40E-03  3373.25E-07
138894.E+00  3509.82E-03  3009.23E-07
145508.E+00  3531.36E-03  3255.99E-07
152122.E+00  3552.88E-03  3443.18E-07
158736.E+00  3575.66E-03  3470.66E-07
165350.E+00  3599.18E-03  3343.16E-07
171964.E+00  3622.69E-03  3402.11E-07
178578.E+00  3646.21E-03  3585.93E-07
185192.E+00  3670.44E-03  3338.63E-07
191806.E+00  3695.80E-03  3691.70E-07
198420.E+00  3721.21E-03  3473.08E-07
205034.E+00  3747.31E-03  3338.50E-07
211648.E+00  3774.02E-03  3388.87E-07
218262.E+00  3800.98E-03  3523.30E-07
224876.E+00  3829.64E-03  3783.44E-07
231490.E+00  3858.65E-03  4219.14E-07
238104.E+00  3888.34E-03  4364.44E-07
244718.E+00  3918.77E-03  3699.36E-07
251332.E+00  3949.96E-03  3849.91E-07
257946.E+00  3982.09E-03  3701.47E-07
264560.E+00  4014.47E-03  4241.09E-07
271174.E+00  4048.41E-03  3571.33E-07
277788.E+00  4082.91E-03  4190.85E-07
284402.E+00  4119.27E-03  4365.15E-07
291016.E+00  4154.74E-03  4606.50E-07
297630.E+00  4192.33E-03  4356.75E-07
304244.E+00  4231.43E-03  4261.32E-07
310858.E+00  4272.40E-03  4158.92E-07
317472.E+00  4314.58E-03  4440.39E-07
324086.E+00  4358.36E-03  4833.86E-07
330700.E+00  4404.20E-03  4485.36E-07
337314.E+00  4449.84E-03  4695.64E-07
343928.E+00  4496.82E-03  4221.72E-07
350542.E+00  4547.19E-03  4863.31E-07
357156.E+00  4600.82E-03  4921.38E-07
363770.E+00  4654.65E-03  4600.19E-07
370384.E+00  4709.91E-03  5009.64E-07
376998.E+00  4767.57E-03  4989.93E-07
383612.E+00  4828.50E-03  5427.43E-07
390226.E+00  4893.90E-03  5207.50E-07
396840.E+00  4960.05E-03  5196.16E-07
403454.E+00  5029.61E-03  5276.85E-07
410068.E+00  5104.08E-03  5077.01E-07
416682.E+00  5181.52E-03  5507.03E-07
423296.E+00  5263.01E-03  5386.90E-07
429910.E+00  5350.70E-03  5614.27E-07
436524.E+00  5441.14E-03  6139.44E-07
443138.E+00  5539.67E-03  6098.35E-07
449752.E+00  5647.31E-03  6301.50E-07
456366.E+00  5761.57E-03  6292.04E-07
462980.E+00  5883.40E-03  6954.96E-07
469594.E+00  6015.39E-03  6842.93E-07
476208.E+00  6150.71E-03  7227.49E-07
482822.E+00  6294.61E-03  7355.21E-07
489436.E+00  6446.76E-03  7742.36E-07
496050.E+00  6613.68E-03  7702.33E-07
502664.E+00  6801.00E-03  8013.77E-07
509278.E+00  7009.23E-03  8651.78E-07
515892.E+00  7241.79E-03  8274.32E-07
522506.E+00  7506.09E-03  9585.37E-07
529120.E+00  7814.56E-03  1000.36E-06
535734.E+00  8181.46E-03  1055.36E-06
542348.E+00  8624.93E-03  1161.64E-06
548962.E+00  9176.05E-03  1258.16E-06
555576.E+00  9883.95E-03  1421.10E-06
562190.E+00  1078.05E-02  1737.23E-06
568804.E+00  1175.24E-02  2211.05E-06
575418.E+00  1229.48E-02  3040.86E-06
582032.E+00  1155.22E-02  3853.23E-06
588646.E+00  9076.20E-03  3975.74E-06
595260.E+00  5642.12E-03  3155.06E-06
601874.E+00  2671.07E-03  1832.05E-06
608488.E+00  9370.72E-04  7641.44E-07
615102.E+00  2389.93E-04  2291.68E-07
621716.E+00  4295.93E-05  4630.54E-08
628330.E+00  5368.99E-06  6537.17E-09
634944.E+00  4870.20E-07  5420.66E-10
641558.E+00  1378.46E-08  3000.71E-11
648172.E+00  0000.00E+00  0000.00E+00
654786.E+00  0000.00E+00  0000.00E+00
661400.E+00  0000.00E+00  0000.00E+00
