====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 3000 keV
 Total Ions calculated =1000000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 66140.E+01 AAA ;
  Layer # 1- Density = 5.711E22 atoms/cm3 = 4.54 g/cm3
  Layer # 1- Ti = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 586534.E+00 A   Straggling = 172293.E-01 A
 Ion Lateral Range = 236012.E-01 A   Straggling = 333818.E-01 A
 Ion Radial  Range = 370345.E-01 A   Straggling = 290936.E-01 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
6614010.E-03 21798278.E-02 23013722.E-02 36695738.E-02 78605082.E-03 
1322801.E-02 45779339.E-02 45779339.E-02 46020716.E-02 00000000.E+00 
1984201.E-02 29445627.E-02 32551724.E-02 40922915.E-02 17392977.E-02 
2645601.E-02 35393481.E-02 37673689.E-02 38398605.E-02 10112198.E-02 
3307001.E-02 78847358.E-03 10178375.E-02 90108528.E-03 70234067.E-03 
3968401.E-02 36446567.E-02 39530081.E-02 49479996.E-02 64586296.E-03 
4629801.E-02 25420036.E-02 28915126.E-02 31290256.E-02 16543243.E-02 
5291201.E-02 20862082.E-02 22533533.E-02 32656239.E-02 11352613.E-02 
5952601.E-02 31618033.E-02 34498423.E-02 42609306.E-02 10338773.E-02 
6614001.E-02 18221436.E-02 23173710.E-02 46641803.E-02 88501315.E-05 
7275401.E-02 14957143.E-02 17776643.E-02 30587972.E-02 14540795.E-02 
7936801.E-02 25690908.E-02 29788595.E-02 33592990.E-02 13275960.E-02 
8598201.E-02 17397775.E-02 22993267.E-02 41308000.E-02 82187248.E-03 
9259601.E-02 19545960.E-02 22915472.E-02 35230074.E-02 16518498.E-02 
9921001.E-02 26148981.E-02 29265939.E-02 39588322.E-02 12326694.E-02 
1058240.E-01 23951049.E-02 27318454.E-02 35676958.E-02 90929976.E-03 
1124380.E-01 13875034.E-02 18376530.E-02 23332115.E-02 85640426.E-03 
1190520.E-01 19492488.E-02 21294759.E-02 36036695.E-02 82124197.E-03 
1256660.E-01 19553860.E-02 23034396.E-02 31803259.E-02 11055428.E-02 
1322800.E-01 16434074.E-02 22450543.E-02 35581133.E-02 14534635.E-02 
1388940.E-01 27896740.E-02 31181206.E-02 36101232.E-02 13791213.E-02 
1455080.E-01 28418723.E-02 31547946.E-02 42920020.E-02 12536600.E-02 
1521220.E-01 23782750.E-02 26555400.E-02 39226708.E-02 83079587.E-03 
