====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 5000 keV
 Total Ions calculated =1000000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 92020.E+01 AAA ;
  Layer # 1- Density = 8.490E22 atoms/cm3 = 7.874 g/cm3
  Layer # 1- Fe = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 811804.E+00 A   Straggling = 240386.E-01 A
 Ion Lateral Range = 341706.E-01 A   Straggling = 479158.E-01 A
 Ion Radial  Range = 536843.E-01 A   Straggling = 414489.E-01 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
9202010.E-03 40098470.E-02 47054152.E-02 61443122.E-02 13717543.E-02 
1840401.E-02 29399805.E-02 35901656.E-02 65112307.E-02 22935418.E-03 
2760601.E-02 45159006.E-02 48605437.E-02 54136040.E-02 14371121.E-02 
3680801.E-02 26063789.E-02 30961696.E-02 40271822.E-02 17383733.E-02 
4601001.E-02 36932503.E-02 42204887.E-02 52954917.E-02 16729349.E-02 
5521201.E-02 27764480.E-02 32348522.E-02 42712159.E-02 17643290.E-02 
6441401.E-02 43590101.E-02 49971887.E-02 49202657.E-02 23637710.E-02 
7361601.E-02 23289111.E-02 23912138.E-02 65887153.E-02 70913033.E-03 
8281801.E-02 32402049.E-02 39603728.E-02 45646291.E-02 16604394.E-02 
9202001.E-02 13264450.E-02 14302029.E-02 41852416.E-02 87012136.E-03 
1012220.E-01 25392369.E-02 30340281.E-02 31901649.E-02 10183257.E-02 
1104240.E-01 32148240.E-02 34944271.E-02 57991173.E-02 16222824.E-02 
1196260.E-01 30191948.E-02 33646271.E-02 53557769.E-02 15455221.E-02 
1288280.E-01 40463795.E-02 43418227.E-02 53992420.E-02 14283906.E-02 
1380300.E-01 32888385.E-02 40219152.E-02 49152052.E-02 17917209.E-02 
1472320.E-01 24779514.E-02 29504707.E-02 44964539.E-02 22913374.E-02 
1564340.E-01 44092610.E-02 47311665.E-02 52225657.E-02 13272021.E-02 
1656360.E-01 34251654.E-02 37980867.E-02 53480367.E-02 14365584.E-02 
1748380.E-01 29864927.E-02 33223448.E-02 49676411.E-02 11526398.E-02 
1840400.E-01 30081976.E-02 32051519.E-02 45455375.E-02 17153581.E-02 
1932420.E-01 33353136.E-02 40062532.E-02 61052412.E-02 90548983.E-03 
2024440.E-01 29661680.E-02 36210114.E-02 46445507.E-02 18653098.E-02 
2116460.E-01 48295155.E-02 52432042.E-02 55566167.E-02 20738135.E-02 
