====== pysrim run =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 2000 keV
============= TARGET MATERIAL ======================================
Layer 1 : None
Layer Width = 22060.E+01 A ;
  Layer # 1- Density = 6.413E22 atoms/cm3 = 10.22 g/cm3
  Layer # 1- Mo = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =1000000.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
220601.E-02  6925.40E-03  8284.89E-08
441201.E-02  6937.56E-03  3445.97E-07
661801.E-02  6960.78E-03  6485.04E-07
882401.E-02  6995.78E-03  6672.95E-07
110300.E-01  7022.83E-03  4982.19E-07
132360.E-01  7050.04E-03  5331.57E-07
154420.E-01  7084.44E-03  6891.29E-07
176480.E-01  7119.02E-03  6128.55E-07
198540.E-01  7154.68E-03  7293.11E-07
220600.E-01  7190.23E-03  6722.55E-07
242660.E-01  7225.18E-03  6118.86E-07
264720.E-01  7261.07E-03  6731.17E-07
286780.E-01  7299.24E-03  6273.59E-07
308840.E-01  7339.07E-03  6543.74E-07
330900.E-01  7380.01E-03  6774.48E-07
352960.E-01  7419.38E-03  7096.71E-07
375020.E-01  7459.59E-03  6833.47E-07
397080.E-01  7501.25E-03  6739.82E-07
419140.E-01  7543.89E-03  7469.90E-07
441200.E-01  7588.03E-03  7167.82E-07
463260.E-01  7631.05E-03  7237.64E-07
485320.E-01  7677.51E-03  7269.34E-07
507380.E-01  7722.87E-03  7456.39E-07
529440.E-01  7772.31E-03  7812.57E-07
551500.E-01  7818.07E-03  7404.11E-07
573560.E-01  7865.59E-03  7646.35E-07
595620.E-01  7917.07E-03  7721.94E-07
617680.E-01  7967.25E-03  7111.41E-07
639740.E-01  8018.27E-03  8009.74E-07
661800.E-01  8072.13E-03  7669.47E-07
683860.E-01  8124.84E-03  8468.53E-07
705920.E-01  8179.93E-03  8024.76E-07
727980.E-01  8234.44E-03  8233.26E-07
750040.E-01  8290.89E-03  7759.38E-07
772100.E-01  8350.60E-03  8653.17E-07
794160.E-01  8413.98E-03  8415.53E-07
816220.E-01  8477.27E-03  8807.08E-07
838280.E-01  8542.07E-03  8237.41E-07
860340.E-01  8605.79E-03  8430.74E-07
882400.E-01  8672.74E-03  8493.16E-07
904460.E-01  8742.48E-03  9279.71E-07
926520.E-01  8815.90E-03  9347.65E-07
948580.E-01  8891.78E-03  9659.64E-07
970640.E-01  8963.88E-03  9253.45E-07
992700.E-01  9040.24E-03  8933.95E-07
101476.E+00  9118.74E-03  8851.64E-07
103682.E+00  9200.88E-03  9978.38E-07
105888.E+00  9287.61E-03  1013.39E-06
108094.E+00  9374.21E-03  9852.70E-07
110300.E+00  9460.02E-03  9946.05E-07
112506.E+00  9545.80E-03  9997.13E-07
114712.E+00  9636.20E-03  1076.13E-06
116918.E+00  9726.06E-03  1048.22E-06
119124.E+00  9821.14E-03  1086.62E-06
121330.E+00  9922.06E-03  1095.60E-06
123536.E+00  1002.67E-02  1100.52E-06
125742.E+00  1014.18E-02  1122.27E-06
127948.E+00  1027.09E-02  1138.49E-06
130154.E+00  1041.49E-02  1202.50E-06
132360.E+00  1056.98E-02  1163.89E-06
134566.E+00  1073.23E-02  1196.24E-06
136772.E+00  1090.92E-02  1320.16E-06
138978.E+00  1109.39E-02  1328.01E-06
141184.E+00  1129.24E-02  1293.55E-06
143390.E+00  1150.34E-02  1354.26E-06
145596.E+00  1172.77E-02  1391.16E-06
147802.E+00  1196.66E-02  1413.12E-06
150008.E+00  1222.47E-02  1451.77E-06
152214.E+00  1249.80E-02  1488.04E-06
154420.E+00  1279.76E-02  1564.59E-06
156626.E+00  1312.26E-02  1613.37E-06
158832.E+00  1347.42E-02  1672.81E-06
161038.E+00  1385.34E-02  1775.29E-06
163244.E+00  1428.01E-02  1842.69E-06
165450.E+00  1475.34E-02  1919.62E-06
167656.E+00  1527.83E-02  2089.25E-06
169862.E+00  1586.39E-02  2188.43E-06
172068.E+00  1652.92E-02  2415.91E-06
174274.E+00  1728.86E-02  2560.12E-06
176480.E+00  1813.00E-02  2907.91E-06
178686.E+00  1904.60E-02  3289.97E-06
180892.E+00  1992.66E-02  3920.51E-06
183098.E+00  2053.28E-02  4747.82E-06
185304.E+00  2036.42E-02  5743.99E-06
187510.E+00  1883.69E-02  6661.08E-06
189716.E+00  1566.12E-02  6850.66E-06
191922.E+00  1136.08E-02  6084.93E-06
194128.E+00  6991.59E-03  4488.36E-06
196334.E+00  3558.52E-03  2647.88E-06
198540.E+00  1492.48E-03  1282.94E-06
200746.E+00  5064.16E-04  4861.56E-07
202952.E+00  1379.71E-04  1499.36E-07
205158.E+00  2867.22E-05  3358.45E-08
207364.E+00  4877.07E-06  6632.65E-09
209570.E+00  6673.77E-07  8783.47E-10
211776.E+00  9672.46E-08  2005.36E-10
213982.E+00  0000.00E+00  0000.00E+00
216188.E+00  0000.00E+00  0000.00E+00
218394.E+00  0000.00E+00  0000.00E+00
220600.E+00  0000.00E+00  0000.00E+00
