====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 2000 keV
 Total Ions calculated =1000000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 22060.E+01 AAA ;
  Layer # 1- Density = 6.413E22 atoms/cm3 = 10.22 g/cm3
  Layer # 1- Mo = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 188885.E+00 A   Straggling = 904209.E-02 A
 Ion Lateral Range = 128654.E-01 A   Straggling = 175574.E-01 A
 Ion Radial  Range = 202212.E-01 A   Straggling = 144468.E-01 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
2206010.E-03 44135613.E-03 54405946.E-03 82065704.E-03 43279200.E-03 
4412010.E-03 77862946.E-03 93965734.E-03 10687564.E-02 51737715.E-03 
6618010.E-03 82012974.E-03 93771594.E-03 12284872.E-02 36264606.E-03 
8824010.E-03 78954338.E-03 88364387.E-03 11467063.E-02 39700003.E-03 
1103001.E-02 62052325.E-03 72319033.E-03 10607842.E-02 40723795.E-03 
1323601.E-02 52051479.E-03 62138055.E-03 10141005.E-02 36560610.E-03 
1544201.E-02 68271432.E-03 81064225.E-03 11335984.E-02 37888121.E-03 
1764801.E-02 77424604.E-03 87694517.E-03 10716338.E-02 43857161.E-03 
1985401.E-02 71462166.E-03 89432599.E-03 11732061.E-02 39315557.E-03 
2206001.E-02 72391225.E-03 84697234.E-03 12672085.E-02 37564488.E-03 
2426601.E-02 62076283.E-03 80138517.E-03 10784167.E-02 49706020.E-03 
2647201.E-02 85254993.E-03 97919480.E-03 12413401.E-02 34083457.E-03 
2867801.E-02 87435066.E-03 99760904.E-03 13155201.E-02 32269520.E-03 
3088401.E-02 67432140.E-03 77145323.E-03 11424173.E-02 38849170.E-03 
3309001.E-02 80237047.E-03 94296553.E-03 13087053.E-02 40535452.E-03 
3529601.E-02 61071414.E-03 76941639.E-03 10585789.E-02 52719386.E-03 
3750201.E-02 76329344.E-03 89801390.E-03 10327037.E-02 47449021.E-03 
3970801.E-02 62194965.E-03 77044202.E-03 12204061.E-02 40899215.E-03 
4191401.E-02 57463238.E-03 69918057.E-03 10178303.E-02 44876421.E-03 
4412001.E-02 67202564.E-03 82728450.E-03 10320039.E-02 47761281.E-03 
4632601.E-02 63792397.E-03 80916299.E-03 11056016.E-02 48052988.E-03 
4853201.E-02 66543323.E-03 83568834.E-03 10735866.E-02 49529734.E-03 
5073801.E-02 84808344.E-03 96551134.E-03 12182852.E-02 40311165.E-03 
