====== pysrim run =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 3000 keV
============= TARGET MATERIAL ======================================
Layer 1 : None
Layer Width = 40870.E+01 A ;
  Layer # 1- Density = 6.413E22 atoms/cm3 = 10.22 g/cm3
  Layer # 1- Mo = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =1000000.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
408701.E-02  5449.03E-03  1136.79E-07
817401.E-02  5463.57E-03  3041.17E-07
122610.E-01  5490.94E-03  5134.21E-07
163480.E-01  5512.88E-03  3629.43E-07
204350.E-01  5534.61E-03  4369.03E-07
245220.E-01  5561.65E-03  4699.43E-07
286090.E-01  5589.90E-03  4606.08E-07
326960.E-01  5618.55E-03  4498.23E-07
367830.E-01  5648.28E-03  4785.27E-07
408700.E-01  5677.54E-03  4788.21E-07
449570.E-01  5706.47E-03  5028.05E-07
490440.E-01  5736.14E-03  4716.23E-07
531310.E-01  5768.14E-03  4746.26E-07
572180.E-01  5800.12E-03  5470.12E-07
613050.E-01  5831.09E-03  5289.65E-07
653920.E-01  5864.61E-03  5075.17E-07
694790.E-01  5898.26E-03  5133.47E-07
735660.E-01  5931.64E-03  4919.07E-07
776530.E-01  5966.88E-03  4975.05E-07
817400.E-01  6001.53E-03  5500.98E-07
858270.E-01  6038.69E-03  5079.41E-07
899140.E-01  6075.59E-03  4829.49E-07
940010.E-01  6112.96E-03  5237.90E-07
980880.E-01  6152.26E-03  5551.86E-07
102175.E+00  6189.40E-03  5145.99E-07
106262.E+00  6229.46E-03  5110.52E-07
110349.E+00  6270.10E-03  5154.40E-07
114436.E+00  6312.51E-03  5965.37E-07
118523.E+00  6355.95E-03  5570.04E-07
122610.E+00  6398.32E-03  5480.95E-07
126697.E+00  6444.24E-03  5608.69E-07
130784.E+00  6489.42E-03  5746.08E-07
134871.E+00  6535.32E-03  5637.97E-07
138958.E+00  6584.32E-03  5615.17E-07
143045.E+00  6632.93E-03  5722.23E-07
147132.E+00  6683.51E-03  5831.73E-07
151219.E+00  6733.99E-03  5995.57E-07
155306.E+00  6788.64E-03  6093.09E-07
159393.E+00  6845.55E-03  5905.37E-07
163480.E+00  6900.26E-03  6279.40E-07
167567.E+00  6958.69E-03  6563.58E-07
171654.E+00  7020.03E-03  6563.63E-07
175741.E+00  7080.73E-03  6627.92E-07
179828.E+00  7144.58E-03  6397.24E-07
183915.E+00  7209.19E-03  6715.05E-07
188002.E+00  7276.52E-03  6675.24E-07
192089.E+00  7343.79E-03  6678.18E-07
196176.E+00  7415.74E-03  6827.01E-07
200263.E+00  7489.87E-03  7174.92E-07
204350.E+00  7565.74E-03  6924.19E-07
208437.E+00  7642.79E-03  6959.50E-07
212524.E+00  7725.37E-03  6868.86E-07
216611.E+00  7810.58E-03  7301.11E-07
220698.E+00  7901.16E-03  7448.54E-07
224785.E+00  7992.56E-03  7730.79E-07
228872.E+00  8086.80E-03  8034.92E-07
232959.E+00  8188.62E-03  7694.55E-07
237046.E+00  8292.25E-03  8286.17E-07
241133.E+00  8399.17E-03  8482.19E-07
245220.E+00  8515.37E-03  8362.86E-07
249307.E+00  8632.68E-03  8735.01E-07
253394.E+00  8757.45E-03  9131.20E-07
257481.E+00  8892.01E-03  8998.60E-07
261568.E+00  9030.28E-03  9540.43E-07
265655.E+00  9174.22E-03  9519.59E-07
269742.E+00  9328.36E-03  9890.40E-07
273829.E+00  9488.87E-03  1001.88E-06
277916.E+00  9654.56E-03  1036.92E-06
282003.E+00  9830.22E-03  1072.49E-06
286090.E+00  1002.04E-02  1101.96E-06
290177.E+00  1023.60E-02  1124.34E-06
294264.E+00  1047.87E-02  1181.43E-06
298351.E+00  1076.54E-02  1224.43E-06
302438.E+00  1109.12E-02  1244.56E-06
306525.E+00  1145.66E-02  1326.90E-06
310612.E+00  1186.48E-02  1411.37E-06
314699.E+00  1233.61E-02  1438.90E-06
318786.E+00  1287.25E-02  1574.01E-06
322873.E+00  1349.64E-02  1729.87E-06
326960.E+00  1422.21E-02  1884.51E-06
331047.E+00  1508.40E-02  2109.62E-06
335134.E+00  1608.02E-02  2441.37E-06
339221.E+00  1712.51E-02  2930.05E-06
343308.E+00  1788.71E-02  3649.61E-06
347395.E+00  1769.15E-02  4374.07E-06
351482.E+00  1580.90E-02  4885.12E-06
355569.E+00  1216.06E-02  4615.97E-06
359656.E+00  7753.17E-03  3545.59E-06
363743.E+00  3965.48E-03  2142.25E-06
367830.E+00  1594.11E-03  9840.81E-07
371917.E+00  4987.05E-04  3489.26E-07
376004.E+00  1211.70E-04  9552.47E-08
380091.E+00  2223.53E-05  1879.46E-08
384178.E+00  3392.00E-06  2800.19E-09
388265.E+00  3373.85E-07  3702.17E-10
392352.E+00  7589.00E-09  9895.92E-12
396439.E+00  0000.00E+00  0000.00E+00
400526.E+00  0000.00E+00  0000.00E+00
404613.E+00  0000.00E+00  0000.00E+00
408700.E+00  0000.00E+00  0000.00E+00
