====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 1000 keV
 Total Ions calculated =1000000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 12591.E+01 AAA ;
  Layer # 1- Density = 4.294E22 atoms/cm3 = 6.506 g/cm3
  Layer # 1- Zr = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 105499.E+00 A   Straggling = 593617.E-02 A
 Ion Lateral Range = 805549.E-02 A   Straggling = 109249.E-01 A
 Ion Radial  Range = 126442.E-01 A   Straggling = 885148.E-02 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1259090.E-03 53445572.E-03 58898420.E-03 65454490.E-03 24146192.E-03 
2518170.E-03 31760374.E-03 35844192.E-03 63917959.E-03 22735240.E-03 
3777250.E-03 50428220.E-03 57823051.E-03 67445185.E-03 30343515.E-03 
5036330.E-03 29326440.E-03 35468022.E-03 50918266.E-03 16300640.E-03 
6295410.E-03 42159859.E-03 49951109.E-03 64370877.E-03 21977154.E-03 
7554490.E-03 40848543.E-03 49676631.E-03 64711180.E-03 24072770.E-03 
8813570.E-03 41148401.E-03 45741429.E-03 65120226.E-03 19955496.E-03 
1007265.E-02 46224405.E-03 53681467.E-03 68472224.E-03 27972245.E-03 
1133173.E-02 41026447.E-03 48779600.E-03 67688838.E-03 27499388.E-03 
1259081.E-02 38979935.E-03 45901734.E-03 66557766.E-03 22576874.E-03 
1384989.E-02 31573419.E-03 39852149.E-03 59308310.E-03 22335226.E-03 
1510897.E-02 36603146.E-03 47344858.E-03 66618056.E-03 25551678.E-03 
1636805.E-02 42485168.E-03 49753718.E-03 67598737.E-03 25246591.E-03 
1762713.E-02 36955088.E-03 44360113.E-03 58503750.E-03 25002716.E-03 
1888621.E-02 43668613.E-03 49825623.E-03 62955017.E-03 23114543.E-03 
2014529.E-02 42312436.E-03 50524802.E-03 71790777.E-03 16654015.E-03 
2140437.E-02 46888576.E-03 54279375.E-03 66998247.E-03 27515302.E-03 
2266345.E-02 46673152.E-03 52532275.E-03 64262043.E-03 23274759.E-03 
2392253.E-02 44991249.E-03 51877625.E-03 64233136.E-03 21368044.E-03 
2518161.E-02 38448473.E-03 46305982.E-03 61937824.E-03 27086335.E-03 
2644069.E-02 38547346.E-03 44914158.E-03 59189406.E-03 25748028.E-03 
2769977.E-02 39801793.E-03 46949584.E-03 64602770.E-03 28132066.E-03 
2895885.E-02 37599256.E-03 47772772.E-03 66102695.E-03 27465851.E-03 
