====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 1000 keV
 Total Ions calculated =1000000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 16448.E+01 AAA ;
  Layer # 1- Density = 6.021E22 atoms/cm3 = 2.698 g/cm3
  Layer # 1- Al = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 146788.E+00 A   Straggling = 443356.E-02 A
 Ion Lateral Range = 536406.E-02 A   Straggling = 763923.E-02 A
 Ion Radial  Range = 843141.E-02 A   Straggling = 676251.E-02 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
1644760.E-03 24916404.E-03 28726971.E-03 67596912.E-03 41147356.E-03 
3289510.E-03 37533999.E-03 38773222.E-03 59604558.E-03 19730815.E-04 
4934260.E-03 37784551.E-03 45449107.E-03 83900230.E-03 23901180.E-03 
6579010.E-03 26230798.E-03 27873876.E-03 43758420.E-03 10740881.E-03 
8223760.E-03 26528450.E-03 26528450.E-03 10211147.E-02 00000000.E+00 
9868510.E-03 48082329.E-03 58270768.E-03 66684560.E-03 33361864.E-03 
1151326.E-02 85049890.E-03 90542941.E-03 97656339.E-03 13919118.E-03 
1315801.E-02 37859122.E-03 48680580.E-03 59871971.E-03 32564412.E-03 
1480276.E-02 47174376.E-03 50801665.E-03 69328933.E-03 29659905.E-03 
1644751.E-02 97890479.E-03 98870031.E-03 98584632.E-03 13887409.E-03 
1809226.E-02 61449075.E-03 64500488.E-03 82213855.E-03 19867487.E-03 
1973701.E-02 68799699.E-03 73917222.E-03 94203855.E-03 25175805.E-03 
2138176.E-02 76639566.E-03 82291592.E-03 88095876.E-03 25549993.E-03 
2302651.E-02 60541974.E-03 62332942.E-03 11172312.E-02 12321796.E-03 
2467126.E-02 75128309.E-03 76789505.E-03 11984869.E-02 96157307.E-04 
2631601.E-02 65329249.E-03 69632090.E-03 99406465.E-03 16814588.E-03 
2796076.E-02 64254908.E-03 72341947.E-03 79894040.E-03 36621718.E-03 
2960551.E-02 44564411.E-03 45245359.E-03 69463485.E-03 25763192.E-03 
3125026.E-02 32314580.E-03 42168843.E-03 77577748.E-03 31202511.E-03 
3289501.E-02 43787506.E-03 56244018.E-03 79564595.E-03 29721040.E-03 
3453976.E-02 55004130.E-03 60498342.E-03 65130065.E-03 37699673.E-03 
3618451.E-02 92101163.E-03 93920162.E-03 96153864.E-03 19071950.E-03 
3782926.E-02 50773888.E-03 53888209.E-03 64085240.E-03 13315389.E-03 
