====== pysrim run =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 1000 keV
============= TARGET MATERIAL ======================================
Layer 1 : None
Layer Width = 80532.E+00 A ;
  Layer # 1- Density = 6.413E22 atoms/cm3 = 10.22 g/cm3
  Layer # 1- Mo = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =1000000.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
805330.E-03  9921.96E-03  1154.29E-07
161065.E-02  9936.68E-03  3157.60E-07
241597.E-02  9958.83E-03  5771.70E-07
322129.E-02  9997.24E-03  8501.16E-07
402661.E-02  1004.99E-02  1216.28E-06
483193.E-02  1011.57E-02  1243.20E-06
563725.E-02  1015.52E-02  7526.68E-07
644257.E-02  1019.41E-02  8499.84E-07
724789.E-02  1024.19E-02  1023.56E-06
805321.E-02  1029.59E-02  1097.47E-06
885853.E-02  1034.89E-02  1102.48E-06
966385.E-02  1041.07E-02  1105.69E-06
104692.E-01  1046.88E-02  1206.85E-06
112745.E-01  1053.28E-02  1134.91E-06
120798.E-01  1059.42E-02  1254.46E-06
128851.E-01  1065.82E-02  1158.59E-06
136905.E-01  1072.49E-02  1185.17E-06
144958.E-01  1079.05E-02  1335.85E-06
153011.E-01  1085.88E-02  1247.29E-06
161064.E-01  1092.93E-02  1144.41E-06
169117.E-01  1100.05E-02  1314.48E-06
177171.E-01  1107.11E-02  1259.18E-06
185224.E-01  1114.57E-02  1276.15E-06
193277.E-01  1122.11E-02  1347.36E-06
201330.E-01  1130.28E-02  1242.07E-06
209383.E-01  1138.16E-02  1350.49E-06
217437.E-01  1146.57E-02  1345.64E-06
225490.E-01  1154.66E-02  1367.70E-06
233543.E-01  1162.90E-02  1340.09E-06
241596.E-01  1171.72E-02  1351.19E-06
249649.E-01  1180.40E-02  1395.93E-06
257703.E-01  1189.45E-02  1343.92E-06
265756.E-01  1198.98E-02  1407.95E-06
273809.E-01  1208.58E-02  1427.87E-06
281862.E-01  1218.28E-02  1441.63E-06
289915.E-01  1228.56E-02  1549.75E-06
297969.E-01  1239.20E-02  1555.65E-06
306022.E-01  1249.94E-02  1517.85E-06
314075.E-01  1260.62E-02  1555.06E-06
322128.E-01  1271.97E-02  1500.09E-06
330181.E-01  1284.49E-02  1595.80E-06
338235.E-01  1296.45E-02  1538.43E-06
346288.E-01  1309.01E-02  1583.23E-06
354341.E-01  1321.41E-02  1637.12E-06
362394.E-01  1334.99E-02  1619.69E-06
370447.E-01  1348.39E-02  1685.62E-06
378501.E-01  1363.33E-02  1743.83E-06
386554.E-01  1378.27E-02  1692.58E-06
394607.E-01  1393.44E-02  1810.52E-06
402660.E-01  1409.51E-02  1716.23E-06
410713.E-01  1426.02E-02  1774.66E-06
418767.E-01  1443.60E-02  1862.24E-06
426820.E-01  1461.28E-02  1937.11E-06
434873.E-01  1480.23E-02  1904.42E-06
442926.E-01  1500.96E-02  1923.00E-06
450979.E-01  1521.57E-02  2024.32E-06
459033.E-01  1543.01E-02  2056.48E-06
467086.E-01  1565.82E-02  2169.99E-06
475139.E-01  1589.37E-02  2175.19E-06
483192.E-01  1614.69E-02  2273.87E-06
491245.E-01  1639.64E-02  2252.25E-06
499299.E-01  1667.67E-02  2306.59E-06
507352.E-01  1697.00E-02  2403.91E-06
515405.E-01  1727.34E-02  2486.74E-06
523458.E-01  1759.81E-02  2606.11E-06
531511.E-01  1793.48E-02  2606.96E-06
539565.E-01  1830.43E-02  2822.77E-06
547618.E-01  1869.85E-02  2855.66E-06
555671.E-01  1911.91E-02  3093.13E-06
563724.E-01  1956.00E-02  3153.91E-06
571777.E-01  2003.98E-02  3289.46E-06
579831.E-01  2054.37E-02  3497.38E-06
587884.E-01  2108.45E-02  3746.22E-06
595937.E-01  2164.39E-02  3999.70E-06
603990.E-01  2222.37E-02  4330.83E-06
612043.E-01  2282.40E-02  4691.90E-06
620097.E-01  2339.37E-02  5189.36E-06
628150.E-01  2388.59E-02  5895.47E-06
636203.E-01  2417.96E-02  6793.76E-06
644256.E-01  2410.01E-02  7876.38E-06
652309.E-01  2341.92E-02  9176.05E-06
660363.E-01  2188.19E-02  1063.68E-05
668416.E-01  1927.54E-02  1152.12E-05
676469.E-01  1574.23E-02  1154.97E-05
684522.E-01  1169.94E-02  1034.83E-05
692575.E-01  7788.72E-03  8132.78E-06
700629.E-01  4567.92E-03  5536.65E-06
708682.E-01  2333.34E-03  3241.05E-06
716735.E-01  1022.68E-03  1579.60E-06
724788.E-01  3840.10E-04  6579.39E-07
732841.E-01  1219.92E-04  2271.33E-07
740895.E-01  3235.97E-05  6496.27E-08
748948.E-01  7196.17E-06  1648.21E-08
757001.E-01  1179.71E-06  2991.23E-09
765054.E-01  1589.30E-07  2981.27E-10
773107.E-01  2825.08E-08  6852.78E-11
781161.E-01  0000.00E+00  0000.00E+00
789214.E-01  0000.00E+00  0000.00E+00
797267.E-01  0000.00E+00  0000.00E+00
805320.E-01  0000.00E+00  0000.00E+00
