====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 3000 keV
 Total Ions calculated =1000000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 37170.E+01 AAA ;
  Layer # 1- Density = 9.143E22 atoms/cm3 = 8.912 g/cm3
  Layer # 1- Ni = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 326196.E+00 A   Straggling = 111506.E-01 A
 Ion Lateral Range = 161022.E-01 A   Straggling = 223143.E-01 A
 Ion Radial  Range = 252701.E-01 A   Straggling = 188548.E-01 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
8920801.E-02 11660461.E-02 13901102.E-02 18174696.E-02 54176239.E-03 
9292501.E-02 12624022.E-02 15072299.E-02 15508009.E-02 77381690.E-03 
9664201.E-02 92347406.E-03 10158023.E-02 19491268.E-02 56967718.E-03 
1003590.E-01 10329948.E-02 12197766.E-02 16209505.E-02 73150991.E-03 
1040760.E-01 13345993.E-02 15406309.E-02 18549952.E-02 80260978.E-03 
1077930.E-01 15587068.E-02 17276429.E-02 21531445.E-02 58328321.E-03 
1115100.E-01 10087347.E-02 11464540.E-02 18598518.E-02 63767392.E-03 
1152270.E-01 89169431.E-03 10175832.E-02 17267823.E-02 68635140.E-03 
1189440.E-01 12348833.E-02 15016641.E-02 19470056.E-02 70255029.E-03 
1226610.E-01 98390772.E-03 12331654.E-02 18340132.E-02 85321837.E-03 
1263780.E-01 10332385.E-02 12427962.E-02 16950483.E-02 76197647.E-03 
1300950.E-01 11240262.E-02 13722320.E-02 16813747.E-02 76917087.E-03 
1338120.E-01 10816712.E-02 13506857.E-02 18761457.E-02 65698554.E-03 
1375290.E-01 11124392.E-02 13992445.E-02 19170358.E-02 74840610.E-03 
1412460.E-01 11959970.E-02 13982671.E-02 17838513.E-02 70536743.E-03 
1449630.E-01 10760262.E-02 12740680.E-02 17717511.E-02 64255247.E-03 
1486800.E-01 12137548.E-02 14884136.E-02 19625853.E-02 58284274.E-03 
1523970.E-01 98544098.E-03 11711287.E-02 17195035.E-02 50836526.E-03 
1561140.E-01 10285016.E-02 13184080.E-02 18089174.E-02 79553958.E-03 
1598310.E-01 12318175.E-02 14579792.E-02 19401694.E-02 70609855.E-03 
1635480.E-01 97310012.E-03 11741300.E-02 15888438.E-02 51967432.E-03 
1672650.E-01 12411973.E-02 14472162.E-02 17029035.E-02 67298459.E-03 
1709820.E-01 96293251.E-03 12317593.E-02 16442580.E-02 74342966.E-03 
1746990.E-01 11524743.E-02 13933301.E-02 16713057.E-02 71153026.E-03 
1784160.E-01 10686088.E-02 12545757.E-02 17407636.E-02 57655782.E-03 
1821330.E-01 88923278.E-03 10633682.E-02 16206188.E-02 62210245.E-03 
1858500.E-01 10991272.E-02 13277288.E-02 17034865.E-02 60341309.E-03 
1895670.E-01 10166877.E-02 12231335.E-02 16376388.E-02 54929316.E-03 
1932840.E-01 10737294.E-02 12925110.E-02 16218930.E-02 61808972.E-03 
1970010.E-01 11270433.E-02 12987725.E-02 16258510.E-02 58973504.E-03 
2007180.E-01 95134603.E-03 11618089.E-02 14948167.E-02 61775099.E-03 
2044350.E-01 10169111.E-02 11864539.E-02 16491757.E-02 49647172.E-03 
2081520.E-01 91375565.E-03 11055343.E-02 15178214.E-02 58601098.E-03 
2118690.E-01 89341593.E-03 10970251.E-02 15130889.E-02 58505389.E-03 
2155860.E-01 90773396.E-03 11213257.E-02 14527528.E-02 62801296.E-03 
2193030.E-01 97499143.E-03 11480285.E-02 14256785.E-02 54689588.E-03 
2230200.E-01 95009445.E-03 11398556.E-02 14893050.E-02 59782530.E-03 
2267370.E-01 97207542.E-03 11470806.E-02 15182569.E-02 51852396.E-03 
2304540.E-01 81086739.E-03 97056875.E-03 13645251.E-02 52132963.E-03 
2341710.E-01 10313555.E-02 12061875.E-02 14300086.E-02 55263410.E-03 
2378880.E-01 77447401.E-03 94657608.E-03 12614746.E-02 55654560.E-03 
2416050.E-01 86795616.E-03 10325243.E-02 13601523.E-02 52834912.E-03 
2453220.E-01 86040467.E-03 10127749.E-02 12827193.E-02 51052448.E-03 
2490390.E-01 83432132.E-03 98145579.E-03 13242404.E-02 49009253.E-03 
2527560.E-01 85279863.E-03 99238122.E-03 12985492.E-02 50096606.E-03 
2564730.E-01 75769980.E-03 91967407.E-03 11982886.E-02 49957188.E-03 
2601900.E-01 77141551.E-03 92930850.E-03 11666336.E-02 48278707.E-03 
2639070.E-01 70804907.E-03 86371667.E-03 11405879.E-02 50616940.E-03 
2676240.E-01 75899934.E-03 89827845.E-03 11741455.E-02 46240386.E-03 
2713410.E-01 68720325.E-03 81881296.E-03 11229382.E-02 42134617.E-03 
2750580.E-01 67878012.E-03 80818528.E-03 10762201.E-02 44095297.E-03 
2787750.E-01 67175114.E-03 80195902.E-03 10511699.E-02 43371831.E-03 
2824920.E-01 66513029.E-03 78722853.E-03 10196552.E-02 39067889.E-03 
2862090.E-01 60668907.E-03 72718129.E-03 96666001.E-03 38804715.E-03 
2899260.E-01 57216677.E-03 69011205.E-03 90672243.E-03 36844901.E-03 
2936430.E-01 55409699.E-03 66102188.E-03 85612203.E-03 35361569.E-03 
2973600.E-01 51079013.E-03 61999645.E-03 82340741.E-03 33680208.E-03 
3010770.E-01 48592590.E-03 58093326.E-03 76340886.E-03 31358827.E-03 
3047940.E-01 43946247.E-03 53088404.E-03 68494598.E-03 29277078.E-03 
3085110.E-01 37556215.E-03 45929869.E-03 59660287.E-03 27246676.E-03 
3122280.E-01 30804963.E-03 38525756.E-03 48079866.E-03 24998629.E-03 
3159450.E-01 23982147.E-03 30616903.E-03 37425327.E-03 21327994.E-03 
3196620.E-01 19300104.E-03 24840025.E-03 30269157.E-03 17733145.E-03 
3233790.E-01 16637484.E-03 21308093.E-03 26104691.E-03 15052801.E-03 
3270960.E-01 14960932.E-03 19115738.E-03 23461958.E-03 13312495.E-03 
3308130.E-01 13845364.E-03 17622922.E-03 21750135.E-03 12161136.E-03 
3345300.E-01 13007402.E-03 16494336.E-03 20411525.E-03 11272201.E-03 
3382470.E-01 12387110.E-03 15667145.E-03 19491137.E-03 10632986.E-03 
3419640.E-01 11873641.E-03 15025051.E-03 18678259.E-03 10155595.E-03 
3456810.E-01 11507174.E-03 14491888.E-03 17946323.E-03 96843694.E-04 
3493980.E-01 11037491.E-03 13920343.E-03 17564308.E-03 94055873.E-04 
3531150.E-01 11077429.E-03 13674946.E-03 17911103.E-03 90590069.E-04 
3568320.E-01 15447543.E-03 19432613.E-03 20064631.E-03 10997779.E-03 
3605490.E-01 86280274.E-04 86280274.E-04 12678107.E-03 00000000.E+00 
3642660.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3679830.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3717000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
