====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 2000 keV
 Total Ions calculated =1000000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 34150.E+01 AAA ;
  Layer # 1- Density = 4.294E22 atoms/cm3 = 6.506 g/cm3
  Layer # 1- Zr = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 293494.E+00 A   Straggling = 135889.E-01 A
 Ion Lateral Range = 194728.E-01 A   Straggling = 266127.E-01 A
 Ion Radial  Range = 305586.E-01 A   Straggling = 218874.E-01 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
3415010.E-03 10022876.E-02 11676687.E-02 14720494.E-02 74906119.E-03 
6830010.E-03 12813595.E-02 15265630.E-02 19429044.E-02 61267955.E-03 
1024501.E-02 17097477.E-02 18585269.E-02 20245632.E-02 69259284.E-03 
1366001.E-02 15417254.E-02 16681209.E-02 20427377.E-02 66189511.E-03 
1707501.E-02 12073151.E-02 14261626.E-02 18811691.E-02 93317820.E-03 
2049001.E-02 12601151.E-02 14608864.E-02 18111463.E-02 61967954.E-03 
2390501.E-02 12033196.E-02 14375314.E-02 17908455.E-02 58558317.E-03 
2732001.E-02 96877926.E-03 11708918.E-02 17572124.E-02 71314459.E-03 
3073501.E-02 11620820.E-02 13276430.E-02 18132597.E-02 64359789.E-03 
3415001.E-02 10685211.E-02 12584874.E-02 17211416.E-02 69860114.E-03 
3756501.E-02 11088952.E-02 12804645.E-02 14133597.E-02 69621684.E-03 
4098001.E-02 10816991.E-02 15097135.E-02 16622949.E-02 92372630.E-03 
4439501.E-02 13290697.E-02 15611674.E-02 17878611.E-02 71218141.E-03 
4781001.E-02 97201001.E-03 12337408.E-02 16367804.E-02 56928293.E-03 
5122501.E-02 11940991.E-02 14339159.E-02 18067500.E-02 75852602.E-03 
5464001.E-02 99769083.E-03 12303401.E-02 16647789.E-02 72976013.E-03 
5805501.E-02 16267389.E-02 17653973.E-02 20102345.E-02 58072910.E-03 
6147001.E-02 10748818.E-02 13156257.E-02 19840534.E-02 62625105.E-03 
6488501.E-02 10428452.E-02 11864765.E-02 14886881.E-02 54559170.E-03 
6830001.E-02 12863141.E-02 15124538.E-02 19173924.E-02 71824527.E-03 
7171501.E-02 13940156.E-02 15911292.E-02 19341253.E-02 65730331.E-03 
7513001.E-02 89029874.E-03 10318104.E-02 15153876.E-02 52878879.E-03 
7854501.E-02 12166200.E-02 13800833.E-02 19803831.E-02 55345272.E-03 
