====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 5000 keV
 Total Ions calculated =1000000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 90860.E+01 AAA ;
  Layer # 1- Density = 6.413E22 atoms/cm3 = 10.22 g/cm3
  Layer # 1- Mo = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 787072.E+00 A   Straggling = 299257.E-01 A
 Ion Lateral Range = 457835.E-01 A   Straggling = 628574.E-01 A
 Ion Radial  Range = 719267.E-01 A   Straggling = 521827.E-01 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
9086010.E-03 34666202.E-02 37212979.E-02 62755919.E-02 79069905.E-03 
1817201.E-02 24708138.E-02 33918358.E-02 54200403.E-02 19612225.E-02 
2725801.E-02 32581943.E-02 39908204.E-02 48963949.E-02 20492976.E-02 
3634401.E-02 42204349.E-02 46212477.E-02 60768218.E-02 84130835.E-03 
4543001.E-02 31002989.E-02 37143571.E-02 48537065.E-02 19958876.E-02 
5451601.E-02 13477509.E-02 14438622.E-02 26752144.E-02 13558548.E-02 
6360201.E-02 34037026.E-02 37309357.E-02 48622239.E-02 18288299.E-02 
7268801.E-02 30434681.E-02 38868156.E-02 54275509.E-02 21220424.E-02 
8177401.E-02 40220296.E-02 44680470.E-02 48678049.E-02 17236308.E-02 
9086001.E-02 35025275.E-02 39972867.E-02 54275239.E-02 18461990.E-02 
9994601.E-02 31739940.E-02 34950694.E-02 55782904.E-02 15272470.E-02 
1090320.E-01 31395570.E-02 36599345.E-02 43451529.E-02 18062604.E-02 
1181180.E-01 27422586.E-02 32489154.E-02 49106947.E-02 15869976.E-02 
1272040.E-01 30644706.E-02 35851147.E-02 51545730.E-02 15065032.E-02 
1362900.E-01 29185494.E-02 30505193.E-02 42733929.E-02 16390693.E-02 
1453760.E-01 32023181.E-02 36243883.E-02 48741148.E-02 15951653.E-02 
1544620.E-01 28704573.E-02 35900747.E-02 40914164.E-02 22364840.E-02 
1635480.E-01 35998015.E-02 40959535.E-02 50023761.E-02 21549799.E-02 
1726340.E-01 39005351.E-02 42484028.E-02 54794219.E-02 13447297.E-02 
1817200.E-01 38441528.E-02 44521520.E-02 56538408.E-02 15625613.E-02 
1908060.E-01 34968040.E-02 41046408.E-02 53919959.E-02 17375312.E-02 
1998920.E-01 27095989.E-02 32836035.E-02 42232436.E-02 19762090.E-02 
2089780.E-01 28356004.E-02 32009309.E-02 46511627.E-02 16585989.E-02 
