====== pysrim run =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 5000 keV
============= TARGET MATERIAL ======================================
Layer 1 : None
Layer Width = 88470.E+01 A ;
  Layer # 1- Density = 8.491E22 atoms/cm3 = 8.96 g/cm3
  Layer # 1- Cu = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =1000000.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
884701.E-02  3962.31E-03  1291.40E-07
176940.E-01  3975.27E-03  3424.81E-07
265410.E-01  3992.17E-03  2607.89E-07
353880.E-01  4010.43E-03  3635.76E-07
442350.E-01  4031.22E-03  3323.67E-07
530820.E-01  4051.82E-03  3488.40E-07
619290.E-01  4072.10E-03  3605.73E-07
707760.E-01  4093.76E-03  3708.12E-07
796230.E-01  4115.93E-03  3906.06E-07
884700.E-01  4138.20E-03  3460.22E-07
973170.E-01  4161.76E-03  3459.26E-07
106164.E+00  4184.90E-03  3665.32E-07
115011.E+00  4208.50E-03  3443.88E-07
123858.E+00  4233.64E-03  3578.43E-07
132705.E+00  4258.16E-03  3915.70E-07
141552.E+00  4282.94E-03  3852.73E-07
150399.E+00  4308.09E-03  3670.76E-07
159246.E+00  4332.68E-03  3647.67E-07
168093.E+00  4358.54E-03  4369.75E-07
176940.E+00  4387.28E-03  3823.19E-07
185787.E+00  4414.00E-03  4070.88E-07
194634.E+00  4441.53E-03  3934.70E-07
203481.E+00  4470.14E-03  3811.57E-07
212328.E+00  4500.35E-03  4214.19E-07
221175.E+00  4530.57E-03  3993.69E-07
230022.E+00  4560.68E-03  4421.05E-07
238869.E+00  4590.69E-03  3892.14E-07
247716.E+00  4623.21E-03  3827.90E-07
256563.E+00  4656.18E-03  4266.44E-07
265410.E+00  4688.02E-03  3762.95E-07
274257.E+00  4722.62E-03  4048.84E-07
283104.E+00  4757.95E-03  4267.73E-07
291951.E+00  4794.13E-03  4334.64E-07
300798.E+00  4831.80E-03  4186.52E-07
309645.E+00  4869.39E-03  4199.72E-07
318492.E+00  4908.20E-03  4058.01E-07
327339.E+00  4947.83E-03  4617.86E-07
336186.E+00  4987.85E-03  3972.61E-07
345033.E+00  5031.24E-03  4248.35E-07
353880.E+00  5072.84E-03  4477.61E-07
362727.E+00  5117.57E-03  4704.04E-07
371574.E+00  5164.70E-03  5019.83E-07
380421.E+00  5211.70E-03  4479.98E-07
389268.E+00  5260.35E-03  4986.33E-07
398115.E+00  5309.28E-03  4959.09E-07
406962.E+00  5362.18E-03  5173.37E-07
415809.E+00  5417.29E-03  4921.92E-07
424656.E+00  5471.59E-03  5212.20E-07
433503.E+00  5528.09E-03  5469.46E-07
442350.E+00  5586.95E-03  5251.47E-07
451197.E+00  5650.01E-03  5299.26E-07
460044.E+00  5711.69E-03  5391.70E-07
468891.E+00  5777.82E-03  5602.74E-07
477738.E+00  5846.90E-03  5305.32E-07
486585.E+00  5919.51E-03  5290.87E-07
495432.E+00  5993.69E-03  5354.93E-07
504279.E+00  6072.33E-03  5715.26E-07
513126.E+00  6151.05E-03  6000.29E-07
521973.E+00  6234.78E-03  6204.15E-07
530820.E+00  6323.90E-03  5981.49E-07
539667.E+00  6416.74E-03  6098.88E-07
548514.E+00  6514.57E-03  6432.60E-07
557361.E+00  6619.51E-03  6470.61E-07
566208.E+00  6728.75E-03  6561.41E-07
575055.E+00  6843.41E-03  6447.81E-07
583902.E+00  6966.69E-03  7256.28E-07
592749.E+00  7097.98E-03  7206.24E-07
601596.E+00  7235.21E-03  7323.27E-07
610443.E+00  7382.29E-03  7677.60E-07
619290.E+00  7541.19E-03  7521.07E-07
628137.E+00  7712.46E-03  7640.07E-07
636984.E+00  7893.01E-03  8232.13E-07
645831.E+00  8095.68E-03  8526.63E-07
654678.E+00  8315.25E-03  8673.10E-07
663525.E+00  8556.76E-03  9574.73E-07
672372.E+00  8829.63E-03  9406.90E-07
681219.E+00  9129.76E-03  1015.97E-06
690066.E+00  9476.32E-03  1058.85E-06
698913.E+00  9869.58E-03  1123.76E-06
707760.E+00  1032.74E-02  1203.46E-06
716607.E+00  1085.83E-02  1309.00E-06
725454.E+00  1148.46E-02  1469.11E-06
734301.E+00  1223.80E-02  1633.97E-06
743148.E+00  1315.06E-02  1926.83E-06
751995.E+00  1414.90E-02  2425.11E-06
760842.E+00  1483.69E-02  3250.97E-06
769689.E+00  1432.30E-02  4269.91E-06
778536.E+00  1181.97E-02  4708.48E-06
787383.E+00  7799.50E-03  4028.87E-06
796230.E+00  3912.29E-03  2518.22E-06
805077.E+00  1436.19E-03  1097.30E-06
813924.E+00  3830.40E-04  3408.95E-07
822771.E+00  7200.11E-05  7190.74E-08
831618.E+00  1013.03E-05  1048.73E-08
840465.E+00  9364.19E-07  1392.40E-09
849312.E+00  3856.83E-08  8683.76E-11
858159.E+00  0000.00E+00  0000.00E+00
867006.E+00  0000.00E+00  0000.00E+00
875853.E+00  0000.00E+00  0000.00E+00
884700.E+00  0000.00E+00  0000.00E+00
