====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 5000 keV
 Total Ions calculated =1000000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 21416.E+02 AAA ;
  Layer # 1- Density = 6.021E22 atoms/cm3 = 2.698 g/cm3
  Layer # 1- Al = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 191139.E+01 A   Straggling = 414586.E-01 A
 Ion Lateral Range = 519405.E-01 A   Straggling = 749718.E-01 A
 Ion Radial  Range = 815801.E-01 A   Straggling = 675368.E-01 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
  TARGET       PROJ.RANGE   Straggling      RADIAL      Straggling  
  DEPTH (A)   (Angstroms)   (Angstroms)   (Angstroms)   (Angstroms) 
------------ ------------- ------------- ------------- -------------
2141601.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4283201.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
6424801.E-02 80005010.E-02 10270374.E-01 11412963.E-01 31363246.E-02 
8566401.E-02 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1070800.E-01 10048385.E-01 10093057.E-01 13121722.E-01 79806150.E-03 
1284960.E-01 12196228.E-01 12262480.E-01 14883703.E-01 10034641.E-04 
1499120.E-01 79625163.E-02 98673134.E-02 10184446.E-01 36240271.E-02 
1713280.E-01 37844682.E-02 37844682.E-02 38089527.E-02 00000000.E+00 
1927440.E-01 93234818.E-02 93234818.E-02 16202903.E-01 00000000.E+00 
2141600.E-01 62040161.E-02 70836164.E-02 10007443.E-01 43686131.E-02 
2355760.E-01 15735509.E-02 15735509.E-02 43100468.E-02 00000000.E+00 
2569920.E-01 94937600.E-02 10183245.E-01 10547734.E-01 46416943.E-02 
2784080.E-01 10283652.E-01 10283652.E-01 15375622.E-01 00000000.E+00 
2998240.E-01 10215177.E-01 10552893.E-01 10551748.E-01 24116609.E-02 
3212400.E-01 11568297.E-01 11568297.E-01 11924420.E-01 00000000.E+00 
3426560.E-01 51273171.E-02 51273445.E-02 67708986.E-02 70165520.E-03 
3640720.E-01 82083289.E-02 93651273.E-02 12345296.E-01 36598492.E-02 
3854880.E-01 92293388.E-02 10249996.E-01 12445309.E-01 39366830.E-02 
4069040.E-01 10124945.E-02 10124945.E-02 62132553.E-02 00000000.E+00 
4283200.E-01 75640436.E-02 82131960.E-02 92243293.E-02 33767867.E-02 
4497360.E-01 11283384.E-01 11283384.E-01 11756245.E-01 00000000.E+00 
4711520.E-01 74119469.E-02 82370971.E-02 12482584.E-01 29310833.E-02 
4925680.E-01 95602356.E-02 10244690.E-01 11451608.E-01 42914368.E-02 
