====== pysrim run =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    =  H   Energy = 2000 keV
 Total Ions calculated =1000000.00
============= TARGET MATERIAL ======================================
Layer  1 : None
Layer Width = 34480.E+01 AAA ;
  Layer # 1- Density = 5.711E22 atoms/cm3 = 4.54 g/cm3
  Layer # 1- Ti = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 306883.E+00 A   Straggling = 978514.E-02 A
 Ion Lateral Range = 131604.E-01 A   Straggling = 185494.E-01 A
 Ion Radial  Range = 206700.E-01 A   Straggling = 161772.E-01 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
8275201.E-02 11150919.E-02 12742681.E-02 20363055.E-02 68517986.E-03 
8620001.E-02 10810358.E-02 13903501.E-02 16542427.E-02 83204324.E-03 
8964801.E-02 13294716.E-02 14316976.E-02 18936697.E-02 45243322.E-03 
9309601.E-02 12757643.E-02 14731677.E-02 18960378.E-02 77457465.E-03 
9654401.E-02 10176567.E-02 12259516.E-02 18697982.E-02 72918899.E-03 
9999201.E-02 10556323.E-02 13292949.E-02 17933467.E-02 55831701.E-03 
1034400.E-01 11746938.E-02 13223970.E-02 16871235.E-02 53970068.E-03 
1068880.E-01 10105433.E-02 12058781.E-02 17048548.E-02 52249161.E-03 
1103360.E-01 84462147.E-03 10477105.E-02 16185873.E-02 64420759.E-03 
1137840.E-01 85276112.E-03 98560611.E-03 16381100.E-02 61511868.E-03 
1172320.E-01 79618745.E-03 10238883.E-02 14347731.E-02 82258893.E-03 
1206800.E-01 13312508.E-02 14628092.E-02 18583994.E-02 55675794.E-03 
1241280.E-01 10235643.E-02 12509403.E-02 18899215.E-02 58165520.E-03 
1275760.E-01 12327569.E-02 13854828.E-02 19069339.E-02 58079608.E-03 
1310240.E-01 91034009.E-03 11145586.E-02 16941021.E-02 69564565.E-03 
1344720.E-01 96496511.E-03 10987910.E-02 15171006.E-02 61506605.E-03 
1379200.E-01 92399127.E-03 10897072.E-02 15938607.E-02 53697360.E-03 
1413680.E-01 13113446.E-02 15175046.E-02 18315459.E-02 54909611.E-03 
1448160.E-01 11857947.E-02 13942417.E-02 17994722.E-02 60427811.E-03 
1482640.E-01 11022622.E-02 12742645.E-02 15457989.E-02 56659745.E-03 
1517120.E-01 10950348.E-02 12892989.E-02 18101029.E-02 50880597.E-03 
1551600.E-01 12136995.E-02 13802583.E-02 16099149.E-02 57410304.E-03 
1586080.E-01 10129171.E-02 12167576.E-02 15757578.E-02 65389131.E-03 
1620560.E-01 98568662.E-03 11382791.E-02 14313765.E-02 57548685.E-03 
1655040.E-01 98107331.E-03 11700541.E-02 15480256.E-02 61371801.E-03 
1689520.E-01 86833032.E-03 10835818.E-02 15467771.E-02 58001580.E-03 
1724000.E-01 97336263.E-03 11818110.E-02 15129747.E-02 55687800.E-03 
1758480.E-01 95284309.E-03 11228091.E-02 13695585.E-02 63882625.E-03 
1792960.E-01 10160193.E-02 12377113.E-02 18460389.E-02 46080882.E-03 
1827440.E-01 97945048.E-03 11633366.E-02 15413319.E-02 59701413.E-03 
1861920.E-01 10603189.E-02 12002657.E-02 14861839.E-02 54825164.E-03 
1896400.E-01 98723488.E-03 11191934.E-02 15647528.E-02 45920805.E-03 
1930880.E-01 73787912.E-03 92376896.E-03 13224208.E-02 55604737.E-03 
1965360.E-01 85317773.E-03 10385394.E-02 14840731.E-02 54898429.E-03 
1999840.E-01 80930986.E-03 98327192.E-03 13083478.E-02 59618338.E-03 
2034320.E-01 88069992.E-03 10473674.E-02 13994795.E-02 54133264.E-03 
2068800.E-01 87310669.E-03 10405735.E-02 13622311.E-02 54370387.E-03 
2103280.E-01 85314905.E-03 10240553.E-02 13152888.E-02 53755525.E-03 
2137760.E-01 82009563.E-03 97564406.E-03 13002118.E-02 54645963.E-03 
2172240.E-01 93809784.E-03 10885468.E-02 13915503.E-02 56093389.E-03 
2206720.E-01 80859932.E-03 96543568.E-03 12674366.E-02 48099865.E-03 
2241200.E-01 72808242.E-03 87725715.E-03 12694767.E-02 51323230.E-03 
2275680.E-01 74442710.E-03 90751287.E-03 12258397.E-02 47603211.E-03 
2310160.E-01 80923760.E-03 95857140.E-03 12385404.E-02 45273638.E-03 
2344640.E-01 71503264.E-03 86159937.E-03 11543524.E-02 46887313.E-03 
2379120.E-01 70659351.E-03 85318569.E-03 11418717.E-02 44640546.E-03 
2413600.E-01 69932913.E-03 83875070.E-03 11328957.E-02 46967146.E-03 
2448080.E-01 74202955.E-03 88824516.E-03 11496475.E-02 44303962.E-03 
2482560.E-01 68716847.E-03 82377032.E-03 11224292.E-02 41466855.E-03 
2517040.E-01 62723647.E-03 75898510.E-03 10390931.E-02 42000149.E-03 
2551520.E-01 63116400.E-03 75878280.E-03 10181370.E-02 41447299.E-03 
2586000.E-01 63619152.E-03 75984011.E-03 95887354.E-03 40181427.E-03 
2620480.E-01 64959742.E-03 77447344.E-03 98747492.E-03 38295638.E-03 
2654960.E-01 62486146.E-03 74555763.E-03 96078914.E-03 36292070.E-03 
2689440.E-01 57004831.E-03 68448987.E-03 90382977.E-03 36801444.E-03 
2723920.E-01 54005306.E-03 64667464.E-03 87137093.E-03 34230113.E-03 
2758400.E-01 50653426.E-03 61528985.E-03 81345108.E-03 33238097.E-03 
2792880.E-01 47376421.E-03 56837952.E-03 75209896.E-03 30796532.E-03 
2827360.E-01 45059504.E-03 54606717.E-03 70768932.E-03 29998886.E-03 
2861840.E-01 40663976.E-03 49375332.E-03 64439510.E-03 27817196.E-03 
2896320.E-01 34744741.E-03 43015633.E-03 54536074.E-03 26266015.E-03 
2930800.E-01 26603674.E-03 34153459.E-03 41898486.E-03 23996888.E-03 
2965280.E-01 19977191.E-03 26283965.E-03 31272270.E-03 19873548.E-03 
2999760.E-01 15847282.E-03 20925103.E-03 24879007.E-03 16002347.E-03 
3034240.E-01 13643790.E-03 17810157.E-03 21446243.E-03 13266861.E-03 
3068720.E-01 12461849.E-03 16127100.E-03 19558014.E-03 11678924.E-03 
3103200.E-01 11604221.E-03 14903822.E-03 18185280.E-03 10577675.E-03 
3137680.E-01 11007458.E-03 14092121.E-03 17301032.E-03 99104197.E-04 
3172160.E-01 10540396.E-03 13405778.E-03 16551674.E-03 92811458.E-04 
3206640.E-01 10238643.E-03 12993283.E-03 16073428.E-03 89115253.E-04 
3241120.E-01 98271100.E-04 12484344.E-03 15469221.E-03 84737597.E-04 
3275600.E-01 97475182.E-04 12404400.E-03 15238401.E-03 83816446.E-04 
3310080.E-01 92960248.E-04 11792942.E-03 14931257.E-03 79762243.E-04 
3344560.E-01 74844328.E-04 92646463.E-04 13028251.E-03 70853090.E-04 
3379040.E-01 27404629.E-04 30903986.E-04 81204674.E-04 32981496.E-04 
3413520.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3448000.E-01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
